osm_id,street_type,max_speed,start_time,end_time,number_of_records,number_of_drivers,average_speed,season,daylight,is_weekend,day_type,geometry
154808582,motorway,120,2017-08-30 22:00:00,2017-08-30 22:30:00,26,14,79.65384615384616,summer,Dark,false,Wed,0102000020110F00000B000000A8C912AE5FB9304119983F039D8C5941CFED0A1AC5B83041663EE4AEF18B59413E817CAFA4B830411250E74FCE8B5941FEBBC23480B83041820829C2AB8B5941FB24E82E62B830411E3D3816928B5941E2D585A440B83041B5D6E9AE788B594127FB01A11BB83041410B61955F8B59415C4C9C32F3B730417A7A9CD1468B5941DA6AE161C7B7304170B951692E8B5941320E113D98B730416B407F64168B5941F5ED6AD265B730414AFAFEC9FE8A5941
323036848,motorway,120,2017-08-29 16:30:00,2017-08-29 17:00:00,23,18,98.39130434782608,summer,Daylight,false,Tue,0102000020110F000003000000BEDEF62172DD3041CEB545DCF9A25A4106E919597ADD30419F67BDAA78A25A41D21313CD8ADD3041D7732D7853A15A41
195132044,motorway,none,2017-09-23 01:30:00,2017-09-23 02:00:00,4,3,73.75,autumn,Dark,true,Sat,0102000020110F000003000000B4D002079D322F419EF989A353B45A41A2DAD6018A352F4182DE6920E4B45A4166359988CD352F4160EFFFC3F0B45A41
52477158,primary,100,2017-09-19 17:30:00,2017-09-19 18:00:00,0,0,,autumn,Daylight,false,Tue,0102000020110F000016000000A722670B62FF2D413A7B11B209F35A41F0C86F5675002E41C07A48EE01F35A41CCD32D1779012E412B5A501CF7F25A41F1A560531A022E41BEE7DDF8EEF25A415C7BDEF2C0022E41EF00004CE4F25A41DF2A8C4D72032E41F358271ED6F25A4199215872FA032E41471CC4D4C8F25A41896EF3298C042E4163269254B8F25A41861DE27008052E41F6F95F53A5F25A419C3AC0E77D052E41E8A9433390F25A416624FB1CE1052E41D350DD297CF25A411ADCBD9A29062E410212134267F25A414A148A0B57062E41A18EF27C53F25A41268897B981062E41A4D6CCF93DF25A41ED284D80A4062E41395E54142CF25A412E99D98FE8062E413E776DA811F25A414940FBB34B072E41AFBB13D8F7F15A4179D7E7F48B072E41659F6E60EAF15A415E91D61DF9072E41AA73331AD9F15A4156BAC75C29082E415FBADA88D2F15A4184FB5B1E17092E41497329E7BAF15A416C8E5B4AAE092E41A6AD647CB1F15A41
299420327,primary,100,2017-12-29 04:00:00,2017-12-29 04:30:00,11,10,69.45454545454545,winter,Dark,false,Fri,0102000020110F000006000000CE4FD53E95112B41B2238AD2FC825A41810C6712E9132B4173DD80320F835A4123CB1EB2D0152B413668BFF91D835A4156F4743F1B172B4112838B6428835A41C7766773201A2B41139C711141835A4157CFE44D051D2B41FE93982058835A41
296038166,motorway,none,2017-09-08 17:30:00,2017-09-08 18:00:00,24,11,119.125,autumn,Daylight,false,Fri,0102000020110F00000A0000002D1659BE94A03041F144327292545A41FC6AFD5021A030419FD06208D8545A411E030F3DC89F30415E3A82250C555A41B92D7FD8849F3041CDF8A8BA2F555A41101CE9B9039F30410FCFA04572555A419A99DD84C49E3041202FF18592555A41362ACF26659E3041DA74B7F8C1555A41196105CCFA9D3041947E997DF3555A412434813D3C9D3041B65F595E46565A41F7C181B7779C30416933B76794565A41
25394455,motorway,none,2017-08-22 03:30:00,2017-08-22 04:00:00,19,15,95.05263157894737,summer,Dark,false,Tue,0102000020110F000009000000167ED773AAC830419699D27AB62F5A41E98515CBE9C83041864A6929C92F5A41BC1DA3FE30CA3041B517D68B2D305A41ABE4B74BA8CA3041A78F169854305A41B79F423333CB3041CC91BA9E84305A419C6BFDB502CC304188C8CA75D2305A417455C7B63FCC304150890AB5EB305A414E5C7B8A83CC3041DDED603109315A41706FF567A0CC3041FEC03F3B16315A41
320386502,motorway,none,2017-09-11 01:30:00,2017-09-11 02:00:00,7,7,86.42857142857143,autumn,Dark,false,Mon,0102000020110F000010000000D0A1AC3762482B4137A0ED13EB3A5A4170374A7866482B41071CB59FD33A5A41050C74596D482B412F4BFCA3B53A5A41F679C8EB75482B41E49397009B3A5A414574277481482B41376D1847803A5A41614BB33B8E482B417AD65E0E653A5A41C75F5E0CAE482B419F7252572D3A5A411DEA366406492B41BAF20757BE395A4177ECFDAC1B492B418703B4D2A9395A4192254E3839492B41ECDED1C38D395A418BEC7AB358492B4189EFF8AE72395A41ACE9E29171492B41F67E05D35E395A4116C549A98A492B410EB165C14A395A41A6892010BB492B41EA2E25AB27395A41F2A9CCE3F8492B41AF646950FE385A416C0CC1EF644A2B41E5C8ADD6BB385A41
296297106,motorway,120,2017-11-16 01:30:00,2017-11-16 02:00:00,21,9,84.85714285714288,autumn,Dark,false,Thu,0102000020110F0000130000001CCB5DEA98A630411FBE64A828945A4106E17B452EA6304162A9879B0A945A41E4352641C6A53041C3C2D0CDEA935A41D521B1AB87A53041BA5FF353D7935A411091D7C109A530412E85F5C7AF935A41C23D2F1CC1A43041941F082E98935A419481F6B07BA4304177FC950780935A41AB63A1C4BEA1304147A4903A86925A4147ED31308EA13041DC52289F75925A410C0B2F73D9A0304153EDF7A534925A419EB245FA47A03041803F115A00925A41BB99AD9EF99F30412AAFE32EE4915A41C27313A9DA9E3041BB56DFE382915A4120839B3D659E304142863FCF5D915A410A5C41FFEE9D30416F48BE1539915A4183C6C1559E9D30414BFE46FD21915A415ACE29A0229D304190034CB600915A4158CD3A44929C3041C236D136DB905A4145512A386D9C30412AA90B6FD1905A41
538595069,motorway,none,2017-08-20 02:30:00,2017-08-20 03:00:00,0,0,,summer,Dark,true,Sun,0102000020110F0000110000008D8BA7F9D3B52B412046CF246A0B5A41ED77D3E016B62B410C6E0702940B5A4164120B855CB62B413458B64BB50B5A41AA502BAF9CB62B416285AF4CCF0B5A41A3E2B885E0B62B41368D6448E60B5A41DCF282136EB72B4167C7D5F2140C5A41028AE088D4B72B41E3927BCF380C5A412ED401B632B82B416DC87C75580C5A410CD3533278B82B416B1486C4770C5A412FA9CC13BBB82B4186EF0A5B9F0C5A413C689DA0E7B82B410311FA58C50C5A41BFFB8B3C04B92B415B3867E2F20C5A41F143AB2708B92B417EEF7DCA240D5A41AECAA371F0B82B41A441804D520D5A41983132F592B82B41D7046E74A90D5A41FC18CA6B1AB82B413C886ED8E80D5A410149D59F3AB72B41654100223A0E5A41
